rbg,dem,mask,mainclass
25864_10919_rgb.tif,25864_10919_dem.tif,25864_10919_label.tif,1.0
25626_11054_rgb.tif,25626_11054_dem.tif,25626_11054_label.tif,1.0
26578_11483_rgb.tif,26578_11483_dem.tif,26578_11483_label.tif,1.0
26519_11153_rgb.tif,26519_11153_dem.tif,26519_11153_label.tif,1.0
25780_11281_rgb.tif,25780_11281_dem.tif,25780_11281_label.tif,1.0
25766_11213_rgb.tif,25766_11213_dem.tif,25766_11213_label.tif,1.0
25750_11179_rgb.tif,25750_11179_dem.tif,25750_11179_label.tif,1.0
26428_11045_rgb.tif,26428_11045_dem.tif,26428_11045_label.tif,1.0
26052_10927_rgb.tif,26052_10927_dem.tif,26052_10927_label.tif,1.0
26372_11343_rgb.tif,26372_11343_dem.tif,26372_11343_label.tif,1.0
26140_11040_rgb.tif,26140_11040_dem.tif,26140_11040_label.tif,1.0
25964_11022_rgb.tif,25964_11022_dem.tif,25964_11022_label.tif,1.0
26354_11472_rgb.tif,26354_11472_dem.tif,26354_11472_label.tif,1.0
25703_10879_rgb.tif,25703_10879_dem.tif,25703_10879_label.tif,1.0
26448_11026_rgb.tif,26448_11026_dem.tif,26448_11026_label.tif,1.0
26351_11465_rgb.tif,26351_11465_dem.tif,26351_11465_label.tif,1.0
25964_10964_rgb.tif,25964_10964_dem.tif,25964_10964_label.tif,1.0
26488_11552_rgb.tif,26488_11552_dem.tif,26488_11552_label.tif,1.0
25880_11340_rgb.tif,25880_11340_dem.tif,25880_11340_label.tif,1.0
26329_11351_rgb.tif,26329_11351_dem.tif,26329_11351_label.tif,1.0
25839_11207_rgb.tif,25839_11207_dem.tif,25839_11207_label.tif,1.0
25994_10961_rgb.tif,25994_10961_dem.tif,25994_10961_label.tif,1.0
26651_11420_rgb.tif,26651_11420_dem.tif,26651_11420_label.tif,1.0
26231_11120_rgb.tif,26231_11120_dem.tif,26231_11120_label.tif,1.0
25800_11066_rgb.tif,25800_11066_dem.tif,25800_11066_label.tif,1.0
26071_10967_rgb.tif,26071_10967_dem.tif,26071_10967_label.tif,1.0
25823_11280_rgb.tif,25823_11280_dem.tif,25823_11280_label.tif,1.0
25746_11176_rgb.tif,25746_11176_dem.tif,25746_11176_label.tif,1.0
25706_10888_rgb.tif,25706_10888_dem.tif,25706_10888_label.tif,1.0
26457_11431_rgb.tif,26457_11431_dem.tif,26457_11431_label.tif,1.0
26208_11059_rgb.tif,26208_11059_dem.tif,26208_11059_label.tif,1.0
26191_11209_rgb.tif,26191_11209_dem.tif,26191_11209_label.tif,1.0
25933_11101_rgb.tif,25933_11101_dem.tif,25933_11101_label.tif,1.0
26735_11480_rgb.tif,26735_11480_dem.tif,26735_11480_label.tif,1.0
26424_11239_rgb.tif,26424_11239_dem.tif,26424_11239_label.tif,1.0
26378_11500_rgb.tif,26378_11500_dem.tif,26378_11500_label.tif,1.0
26185_11064_rgb.tif,26185_11064_dem.tif,26185_11064_label.tif,1.0
26012_11368_rgb.tif,26012_11368_dem.tif,26012_11368_label.tif,1.0
25689_10890_rgb.tif,25689_10890_dem.tif,25689_10890_label.tif,1.0
26714_11612_rgb.tif,26714_11612_dem.tif,26714_11612_label.tif,1.0
26556_11147_rgb.tif,26556_11147_dem.tif,26556_11147_label.tif,1.0
25745_11182_rgb.tif,25745_11182_dem.tif,25745_11182_label.tif,1.0
26251_11433_rgb.tif,26251_11433_dem.tif,26251_11433_label.tif,1.0
26748_11514_rgb.tif,26748_11514_dem.tif,26748_11514_label.tif,1.0
25815_11200_rgb.tif,25815_11200_dem.tif,25815_11200_label.tif,1.0
26284_11024_rgb.tif,26284_11024_dem.tif,26284_11024_label.tif,1.0
26047_11000_rgb.tif,26047_11000_dem.tif,26047_11000_label.tif,1.0
26116_10940_rgb.tif,26116_10940_dem.tif,26116_10940_label.tif,1.0
26074_10921_rgb.tif,26074_10921_dem.tif,26074_10921_label.tif,1.0
26414_11147_rgb.tif,26414_11147_dem.tif,26414_11147_label.tif,1.0
26019_10872_rgb.tif,26019_10872_dem.tif,26019_10872_label.tif,1.0
26335_11463_rgb.tif,26335_11463_dem.tif,26335_11463_label.tif,1.0
26477_11557_rgb.tif,26477_11557_dem.tif,26477_11557_label.tif,1.0
26228_11141_rgb.tif,26228_11141_dem.tif,26228_11141_label.tif,1.0
26427_10942_rgb.tif,26427_10942_dem.tif,26427_10942_label.tif,1.0
25591_11027_rgb.tif,25591_11027_dem.tif,25591_11027_label.tif,1.0
26300_11030_rgb.tif,26300_11030_dem.tif,26300_11030_label.tif,1.0
25863_11326_rgb.tif,25863_11326_dem.tif,25863_11326_label.tif,1.0
25574_11110_rgb.tif,25574_11110_dem.tif,25574_11110_label.tif,1.0
26598_11317_rgb.tif,26598_11317_dem.tif,26598_11317_label.tif,1.0
26492_11489_rgb.tif,26492_11489_dem.tif,26492_11489_label.tif,1.0
26189_11409_rgb.tif,26189_11409_dem.tif,26189_11409_label.tif,1.0
26299_11344_rgb.tif,26299_11344_dem.tif,26299_11344_label.tif,1.0
25927_11316_rgb.tif,25927_11316_dem.tif,25927_11316_label.tif,1.0
26272_11347_rgb.tif,26272_11347_dem.tif,26272_11347_label.tif,1.0
26487_11191_rgb.tif,26487_11191_dem.tif,26487_11191_label.tif,1.0
26046_10948_rgb.tif,26046_10948_dem.tif,26046_10948_label.tif,1.0
26430_11433_rgb.tif,26430_11433_dem.tif,26430_11433_label.tif,1.0
26510_11478_rgb.tif,26510_11478_dem.tif,26510_11478_label.tif,1.0
26359_11395_rgb.tif,26359_11395_dem.tif,26359_11395_label.tif,1.0
26276_11324_rgb.tif,26276_11324_dem.tif,26276_11324_label.tif,1.0
26551_11142_rgb.tif,26551_11142_dem.tif,26551_11142_label.tif,1.0
26682_11448_rgb.tif,26682_11448_dem.tif,26682_11448_label.tif,1.0
26514_11553_rgb.tif,26514_11553_dem.tif,26514_11553_label.tif,1.0
26138_10980_rgb.tif,26138_10980_dem.tif,26138_10980_label.tif,1.0
26651_11418_rgb.tif,26651_11418_dem.tif,26651_11418_label.tif,1.0
26330_11444_rgb.tif,26330_11444_dem.tif,26330_11444_label.tif,1.0
26290_11332_rgb.tif,26290_11332_dem.tif,26290_11332_label.tif,1.0
26372_11340_rgb.tif,26372_11340_dem.tif,26372_11340_label.tif,1.0
25974_10853_rgb.tif,25974_10853_dem.tif,25974_10853_label.tif,1.0
25755_11210_rgb.tif,25755_11210_dem.tif,25755_11210_label.tif,1.0
26422_11442_rgb.tif,26422_11442_dem.tif,26422_11442_label.tif,1.0
26559_11487_rgb.tif,26559_11487_dem.tif,26559_11487_label.tif,1.0
26346_11049_rgb.tif,26346_11049_dem.tif,26346_11049_label.tif,1.0
26508_11206_rgb.tif,26508_11206_dem.tif,26508_11206_label.tif,1.0
26242_11429_rgb.tif,26242_11429_dem.tif,26242_11429_label.tif,1.0
25983_10858_rgb.tif,25983_10858_dem.tif,25983_10858_label.tif,1.0
25702_10891_rgb.tif,25702_10891_dem.tif,25702_10891_label.tif,1.0
26283_11367_rgb.tif,26283_11367_dem.tif,26283_11367_label.tif,1.0
26288_11435_rgb.tif,26288_11435_dem.tif,26288_11435_label.tif,1.0
26298_11343_rgb.tif,26298_11343_dem.tif,26298_11343_label.tif,1.0
26105_10972_rgb.tif,26105_10972_dem.tif,26105_10972_label.tif,1.0
26302_11062_rgb.tif,26302_11062_dem.tif,26302_11062_label.tif,1.0
26305_11046_rgb.tif,26305_11046_dem.tif,26305_11046_label.tif,1.0
25877_11053_rgb.tif,25877_11053_dem.tif,25877_11053_label.tif,1.0
26291_11343_rgb.tif,26291_11343_dem.tif,26291_11343_label.tif,1.0
26677_11454_rgb.tif,26677_11454_dem.tif,26677_11454_label.tif,1.0
25758_11213_rgb.tif,25758_11213_dem.tif,25758_11213_label.tif,1.0
25591_11122_rgb.tif,25591_11122_dem.tif,25591_11122_label.tif,1.0
26326_10958_rgb.tif,26326_10958_dem.tif,26326_10958_label.tif,1.0
25882_11307_rgb.tif,25882_11307_dem.tif,25882_11307_label.tif,1.0
26564_11504_rgb.tif,26564_11504_dem.tif,26564_11504_label.tif,1.0
25620_11054_rgb.tif,25620_11054_dem.tif,25620_11054_label.tif,1.0
26436_11095_rgb.tif,26436_11095_dem.tif,26436_11095_label.tif,1.0
26372_11351_rgb.tif,26372_11351_dem.tif,26372_11351_label.tif,1.0
25765_11207_rgb.tif,25765_11207_dem.tif,25765_11207_label.tif,1.0
25976_10857_rgb.tif,25976_10857_dem.tif,25976_10857_label.tif,1.0
26304_11435_rgb.tif,26304_11435_dem.tif,26304_11435_label.tif,1.0
26735_11469_rgb.tif,26735_11469_dem.tif,26735_11469_label.tif,1.0
26132_10918_rgb.tif,26132_10918_dem.tif,26132_10918_label.tif,1.0
26127_11042_rgb.tif,26127_11042_dem.tif,26127_11042_label.tif,1.0
26250_11009_rgb.tif,26250_11009_dem.tif,26250_11009_label.tif,1.0
26129_10943_rgb.tif,26129_10943_dem.tif,26129_10943_label.tif,1.0
25883_11085_rgb.tif,25883_11085_dem.tif,25883_11085_label.tif,1.0
26473_11314_rgb.tif,26473_11314_dem.tif,26473_11314_label.tif,1.0
26126_10993_rgb.tif,26126_10993_dem.tif,26126_10993_label.tif,1.0
25889_11021_rgb.tif,25889_11021_dem.tif,25889_11021_label.tif,1.0
25645_11149_rgb.tif,25645_11149_dem.tif,25645_11149_label.tif,1.0
26417_11397_rgb.tif,26417_11397_dem.tif,26417_11397_label.tif,1.0
26264_11094_rgb.tif,26264_11094_dem.tif,26264_11094_label.tif,1.0
26475_11467_rgb.tif,26475_11467_dem.tif,26475_11467_label.tif,1.0
25954_11000_rgb.tif,25954_11000_dem.tif,25954_11000_label.tif,1.0
26386_11453_rgb.tif,26386_11453_dem.tif,26386_11453_label.tif,1.0
26351_11110_rgb.tif,26351_11110_dem.tif,26351_11110_label.tif,1.0
26171_11407_rgb.tif,26171_11407_dem.tif,26171_11407_label.tif,1.0
25728_10886_rgb.tif,25728_10886_dem.tif,25728_10886_label.tif,1.0
26253_11091_rgb.tif,26253_11091_dem.tif,26253_11091_label.tif,1.0
25774_11256_rgb.tif,25774_11256_dem.tif,25774_11256_label.tif,1.0
26179_11428_rgb.tif,26179_11428_dem.tif,26179_11428_label.tif,1.0
25972_10849_rgb.tif,25972_10849_dem.tif,25972_10849_label.tif,1.0
26578_11287_rgb.tif,26578_11287_dem.tif,26578_11287_label.tif,1.0
26266_11124_rgb.tif,26266_11124_dem.tif,26266_11124_label.tif,1.0
26195_11406_rgb.tif,26195_11406_dem.tif,26195_11406_label.tif,1.0
25783_11236_rgb.tif,25783_11236_dem.tif,25783_11236_label.tif,1.0
26551_11480_rgb.tif,26551_11480_dem.tif,26551_11480_label.tif,1.0
26326_11042_rgb.tif,26326_11042_dem.tif,26326_11042_label.tif,1.0
26164_11027_rgb.tif,26164_11027_dem.tif,26164_11027_label.tif,1.0
26353_11148_rgb.tif,26353_11148_dem.tif,26353_11148_label.tif,1.0
26444_11112_rgb.tif,26444_11112_dem.tif,26444_11112_label.tif,1.0
26273_11340_rgb.tif,26273_11340_dem.tif,26273_11340_label.tif,1.0
25908_10928_rgb.tif,25908_10928_dem.tif,25908_10928_label.tif,1.0
25741_10812_rgb.tif,25741_10812_dem.tif,25741_10812_label.tif,1.0
26409_11155_rgb.tif,26409_11155_dem.tif,26409_11155_label.tif,1.0
26759_11552_rgb.tif,26759_11552_dem.tif,26759_11552_label.tif,1.0
26364_11345_rgb.tif,26364_11345_dem.tif,26364_11345_label.tif,1.0
26014_10917_rgb.tif,26014_10917_dem.tif,26014_10917_label.tif,1.0
26257_10879_rgb.tif,26257_10879_dem.tif,26257_10879_label.tif,1.0
25775_11528_rgb.tif,25775_11528_dem.tif,25775_11528_label.tif,1.0
26403_11137_rgb.tif,26403_11137_dem.tif,26403_11137_label.tif,1.0
25789_11277_rgb.tif,25789_11277_dem.tif,25789_11277_label.tif,1.0
26272_11435_rgb.tif,26272_11435_dem.tif,26272_11435_label.tif,1.0
26470_11208_rgb.tif,26470_11208_dem.tif,26470_11208_label.tif,1.0
25609_11035_rgb.tif,25609_11035_dem.tif,25609_11035_label.tif,1.0
25754_10862_rgb.tif,25754_10862_dem.tif,25754_10862_label.tif,1.0
26407_11116_rgb.tif,26407_11116_dem.tif,26407_11116_label.tif,1.0
26558_11495_rgb.tif,26558_11495_dem.tif,26558_11495_label.tif,1.0
26553_11296_rgb.tif,26553_11296_dem.tif,26553_11296_label.tif,1.0
26164_10975_rgb.tif,26164_10975_dem.tif,26164_10975_label.tif,1.0
26516_11473_rgb.tif,26516_11473_dem.tif,26516_11473_label.tif,1.0
26436_11436_rgb.tif,26436_11436_dem.tif,26436_11436_label.tif,1.0
25903_10904_rgb.tif,25903_10904_dem.tif,25903_10904_label.tif,1.0
26443_11129_rgb.tif,26443_11129_dem.tif,26443_11129_label.tif,1.0
26349_11056_rgb.tif,26349_11056_dem.tif,26349_11056_label.tif,1.0
26397_11420_rgb.tif,26397_11420_dem.tif,26397_11420_label.tif,1.0
25980_11367_rgb.tif,25980_11367_dem.tif,25980_11367_label.tif,1.0
26146_10969_rgb.tif,26146_10969_dem.tif,26146_10969_label.tif,1.0
25855_10829_rgb.tif,25855_10829_dem.tif,25855_10829_label.tif,1.0
26237_11000_rgb.tif,26237_11000_dem.tif,26237_11000_label.tif,1.0
25857_10931_rgb.tif,25857_10931_dem.tif,25857_10931_label.tif,1.0
26295_11075_rgb.tif,26295_11075_dem.tif,26295_11075_label.tif,1.0
25878_11023_rgb.tif,25878_11023_dem.tif,25878_11023_label.tif,1.0
26581_11315_rgb.tif,26581_11315_dem.tif,26581_11315_label.tif,1.0
26272_11436_rgb.tif,26272_11436_dem.tif,26272_11436_label.tif,1.0
26062_10963_rgb.tif,26062_10963_dem.tif,26062_10963_label.tif,1.0
26481_11503_rgb.tif,26481_11503_dem.tif,26481_11503_label.tif,1.0
26533_11537_rgb.tif,26533_11537_dem.tif,26533_11537_label.tif,1.0
26425_11429_rgb.tif,26425_11429_dem.tif,26425_11429_label.tif,1.0
26171_11024_rgb.tif,26171_11024_dem.tif,26171_11024_label.tif,1.0
26208_10999_rgb.tif,26208_10999_dem.tif,26208_10999_label.tif,1.0
25757_11209_rgb.tif,25757_11209_dem.tif,25757_11209_label.tif,1.0
26497_11507_rgb.tif,26497_11507_dem.tif,26497_11507_label.tif,1.0
25860_10838_rgb.tif,25860_10838_dem.tif,25860_10838_label.tif,1.0
26113_11346_rgb.tif,26113_11346_dem.tif,26113_11346_label.tif,1.0
26348_11386_rgb.tif,26348_11386_dem.tif,26348_11386_label.tif,1.0
25715_10887_rgb.tif,25715_10887_dem.tif,25715_10887_label.tif,1.0
26439_11167_rgb.tif,26439_11167_dem.tif,26439_11167_label.tif,1.0
26230_10918_rgb.tif,26230_10918_dem.tif,26230_10918_label.tif,1.0
25552_11103_rgb.tif,25552_11103_dem.tif,25552_11103_label.tif,1.0
26325_11357_rgb.tif,26325_11357_dem.tif,26325_11357_label.tif,1.0
26416_11446_rgb.tif,26416_11446_dem.tif,26416_11446_label.tif,1.0
26394_11458_rgb.tif,26394_11458_dem.tif,26394_11458_label.tif,1.0
26498_11479_rgb.tif,26498_11479_dem.tif,26498_11479_label.tif,1.0
26520_11296_rgb.tif,26520_11296_dem.tif,26520_11296_label.tif,1.0
25877_11311_rgb.tif,25877_11311_dem.tif,25877_11311_label.tif,1.0
25808_11243_rgb.tif,25808_11243_dem.tif,25808_11243_label.tif,1.0
26213_11381_rgb.tif,26213_11381_dem.tif,26213_11381_label.tif,1.0
26373_11399_rgb.tif,26373_11399_dem.tif,26373_11399_label.tif,1.0
26484_11212_rgb.tif,26484_11212_dem.tif,26484_11212_label.tif,1.0
25748_11204_rgb.tif,25748_11204_dem.tif,25748_11204_label.tif,1.0
26381_11402_rgb.tif,26381_11402_dem.tif,26381_11402_label.tif,1.0
25665_10958_rgb.tif,25665_10958_dem.tif,25665_10958_label.tif,1.0
25758_11202_rgb.tif,25758_11202_dem.tif,25758_11202_label.tif,1.0
26151_10958_rgb.tif,26151_10958_dem.tif,26151_10958_label.tif,1.0
26417_11150_rgb.tif,26417_11150_dem.tif,26417_11150_label.tif,1.0
25996_11368_rgb.tif,25996_11368_dem.tif,25996_11368_label.tif,1.0
26271_10870_rgb.tif,26271_10870_dem.tif,26271_10870_label.tif,1.0
25805_11249_rgb.tif,25805_11249_dem.tif,25805_11249_label.tif,1.0
25715_10915_rgb.tif,25715_10915_dem.tif,25715_10915_label.tif,1.0
26701_11603_rgb.tif,26701_11603_dem.tif,26701_11603_label.tif,1.0
26158_10955_rgb.tif,26158_10955_dem.tif,26158_10955_label.tif,1.0
26326_10898_rgb.tif,26326_10898_dem.tif,26326_10898_label.tif,1.0
25705_10859_rgb.tif,25705_10859_dem.tif,25705_10859_label.tif,1.0
26334_11450_rgb.tif,26334_11450_dem.tif,26334_11450_label.tif,1.0
25613_11078_rgb.tif,25613_11078_dem.tif,25613_11078_label.tif,1.0
25796_10802_rgb.tif,25796_10802_dem.tif,25796_10802_label.tif,1.0
26360_11466_rgb.tif,26360_11466_dem.tif,26360_11466_label.tif,1.0
26450_11041_rgb.tif,26450_11041_dem.tif,26450_11041_label.tif,1.0
26728_11466_rgb.tif,26728_11466_dem.tif,26728_11466_label.tif,1.0
26416_11157_rgb.tif,26416_11157_dem.tif,26416_11157_label.tif,1.0
26204_11366_rgb.tif,26204_11366_dem.tif,26204_11366_label.tif,1.0
26375_10990_rgb.tif,26375_10990_dem.tif,26375_10990_label.tif,1.0
26354_11465_rgb.tif,26354_11465_dem.tif,26354_11465_label.tif,1.0
26321_11348_rgb.tif,26321_11348_dem.tif,26321_11348_label.tif,1.0
26326_11117_rgb.tif,26326_11117_dem.tif,26326_11117_label.tif,1.0
26288_11056_rgb.tif,26288_11056_dem.tif,26288_11056_label.tif,1.0
26178_11113_rgb.tif,26178_11113_dem.tif,26178_11113_label.tif,1.0
26488_11506_rgb.tif,26488_11506_dem.tif,26488_11506_label.tif,1.0
26168_11400_rgb.tif,26168_11400_dem.tif,26168_11400_label.tif,1.0
26371_11433_rgb.tif,26371_11433_dem.tif,26371_11433_label.tif,1.0
25710_10954_rgb.tif,25710_10954_dem.tif,25710_10954_label.tif,1.0
25793_11276_rgb.tif,25793_11276_dem.tif,25793_11276_label.tif,1.0
25795_11238_rgb.tif,25795_11238_dem.tif,25795_11238_label.tif,1.0
25887_11025_rgb.tif,25887_11025_dem.tif,25887_11025_label.tif,1.0
26291_10962_rgb.tif,26291_10962_dem.tif,26291_10962_label.tif,1.0
26343_11026_rgb.tif,26343_11026_dem.tif,26343_11026_label.tif,1.0
25817_11319_rgb.tif,25817_11319_dem.tif,25817_11319_label.tif,1.0
26101_11002_rgb.tif,26101_11002_dem.tif,26101_11002_label.tif,1.0
26193_10971_rgb.tif,26193_10971_dem.tif,26193_10971_label.tif,1.0
25754_10867_rgb.tif,25754_10867_dem.tif,25754_10867_label.tif,1.0
26798_11536_rgb.tif,26798_11536_dem.tif,26798_11536_label.tif,1.0
26320_10876_rgb.tif,26320_10876_dem.tif,26320_10876_label.tif,1.0
25625_11046_rgb.tif,25625_11046_dem.tif,25625_11046_label.tif,1.0
26404_11389_rgb.tif,26404_11389_dem.tif,26404_11389_label.tif,1.0
25869_10867_rgb.tif,25869_10867_dem.tif,25869_10867_label.tif,1.0
26496_11491_rgb.tif,26496_11491_dem.tif,26496_11491_label.tif,1.0
26239_11056_rgb.tif,26239_11056_dem.tif,26239_11056_label.tif,1.0
26409_10943_rgb.tif,26409_10943_dem.tif,26409_10943_label.tif,1.0
25949_11018_rgb.tif,25949_11018_dem.tif,25949_11018_label.tif,1.0
26224_10908_rgb.tif,26224_10908_dem.tif,26224_10908_label.tif,1.0
26095_10992_rgb.tif,26095_10992_dem.tif,26095_10992_label.tif,1.0
26436_11437_rgb.tif,26436_11437_dem.tif,26436_11437_label.tif,1.0
25884_11339_rgb.tif,25884_11339_dem.tif,25884_11339_label.tif,1.0
26427_11264_rgb.tif,26427_11264_dem.tif,26427_11264_label.tif,1.0
25907_10846_rgb.tif,25907_10846_dem.tif,25907_10846_label.tif,1.0
26419_10997_rgb.tif,26419_10997_dem.tif,26419_10997_label.tif,1.0
25776_11527_rgb.tif,25776_11527_dem.tif,25776_11527_label.tif,1.0
25705_10897_rgb.tif,25705_10897_dem.tif,25705_10897_label.tif,1.0
26395_10954_rgb.tif,26395_10954_dem.tif,26395_10954_label.tif,1.0
26311_11475_rgb.tif,26311_11475_dem.tif,26311_11475_label.tif,1.0
26419_11068_rgb.tif,26419_11068_dem.tif,26419_11068_label.tif,1.0
25656_10953_rgb.tif,25656_10953_dem.tif,25656_10953_label.tif,1.0
25809_11204_rgb.tif,25809_11204_dem.tif,25809_11204_label.tif,1.0
25778_11533_rgb.tif,25778_11533_dem.tif,25778_11533_label.tif,1.0
26493_11205_rgb.tif,26493_11205_dem.tif,26493_11205_label.tif,1.0
26127_11241_rgb.tif,26127_11241_dem.tif,26127_11241_label.tif,1.0
26274_10860_rgb.tif,26274_10860_dem.tif,26274_10860_label.tif,1.0
25778_11278_rgb.tif,25778_11278_dem.tif,25778_11278_label.tif,1.0
25856_11267_rgb.tif,25856_11267_dem.tif,25856_11267_label.tif,1.0
26525_11489_rgb.tif,26525_11489_dem.tif,26525_11489_label.tif,1.0
25600_11094_rgb.tif,25600_11094_dem.tif,25600_11094_label.tif,1.0
26436_11038_rgb.tif,26436_11038_dem.tif,26436_11038_label.tif,1.0
26384_11453_rgb.tif,26384_11453_dem.tif,26384_11453_label.tif,1.0
25765_10900_rgb.tif,25765_10900_dem.tif,25765_10900_label.tif,1.0
26415_11019_rgb.tif,26415_11019_dem.tif,26415_11019_label.tif,1.0
26362_11381_rgb.tif,26362_11381_dem.tif,26362_11381_label.tif,1.0
26222_11236_rgb.tif,26222_11236_dem.tif,26222_11236_label.tif,1.0
26419_11066_rgb.tif,26419_11066_dem.tif,26419_11066_label.tif,1.0
26513_11448_rgb.tif,26513_11448_dem.tif,26513_11448_label.tif,1.0
26340_11460_rgb.tif,26340_11460_dem.tif,26340_11460_label.tif,1.0
26392_11236_rgb.tif,26392_11236_dem.tif,26392_11236_label.tif,1.0
26383_11480_rgb.tif,26383_11480_dem.tif,26383_11480_label.tif,1.0
26292_11384_rgb.tif,26292_11384_dem.tif,26292_11384_label.tif,1.0
26052_11005_rgb.tif,26052_11005_dem.tif,26052_11005_label.tif,1.0
25984_11363_rgb.tif,25984_11363_dem.tif,25984_11363_label.tif,1.0
26752_11660_rgb.tif,26752_11660_dem.tif,26752_11660_label.tif,1.0
26422_10959_rgb.tif,26422_10959_dem.tif,26422_10959_label.tif,1.0
26534_11286_rgb.tif,26534_11286_dem.tif,26534_11286_label.tif,1.0
26048_10917_rgb.tif,26048_10917_dem.tif,26048_10917_label.tif,1.0
26261_11143_rgb.tif,26261_11143_dem.tif,26261_11143_label.tif,1.0
26304_11105_rgb.tif,26304_11105_dem.tif,26304_11105_label.tif,1.0
26242_11088_rgb.tif,26242_11088_dem.tif,26242_11088_label.tif,1.0
26121_11046_rgb.tif,26121_11046_dem.tif,26121_11046_label.tif,1.0
26445_11447_rgb.tif,26445_11447_dem.tif,26445_11447_label.tif,1.0
26391_11141_rgb.tif,26391_11141_dem.tif,26391_11141_label.tif,1.0
26456_11063_rgb.tif,26456_11063_dem.tif,26456_11063_label.tif,1.0
26412_10944_rgb.tif,26412_10944_dem.tif,26412_10944_label.tif,1.0
26002_11028_rgb.tif,26002_11028_dem.tif,26002_11028_label.tif,1.0
26707_11604_rgb.tif,26707_11604_dem.tif,26707_11604_label.tif,1.0
25577_11047_rgb.tif,25577_11047_dem.tif,25577_11047_label.tif,1.0
25919_10913_rgb.tif,25919_10913_dem.tif,25919_10913_label.tif,1.0
26182_11097_rgb.tif,26182_11097_dem.tif,26182_11097_label.tif,1.0
26018_10871_rgb.tif,26018_10871_dem.tif,26018_10871_label.tif,1.0
26217_10888_rgb.tif,26217_10888_dem.tif,26217_10888_label.tif,1.0
25813_11309_rgb.tif,25813_11309_dem.tif,25813_11309_label.tif,1.0
26292_11372_rgb.tif,26292_11372_dem.tif,26292_11372_label.tif,1.0
25708_10861_rgb.tif,25708_10861_dem.tif,25708_10861_label.tif,1.0
26167_11084_rgb.tif,26167_11084_dem.tif,26167_11084_label.tif,1.0
26323_10983_rgb.tif,26323_10983_dem.tif,26323_10983_label.tif,1.0
25707_10929_rgb.tif,25707_10929_dem.tif,25707_10929_label.tif,1.0
25840_10835_rgb.tif,25840_10835_dem.tif,25840_10835_label.tif,1.0
26338_11472_rgb.tif,26338_11472_dem.tif,26338_11472_label.tif,1.0
26019_10884_rgb.tif,26019_10884_dem.tif,26019_10884_label.tif,1.0
25811_11220_rgb.tif,25811_11220_dem.tif,25811_11220_label.tif,1.0
26517_11158_rgb.tif,26517_11158_dem.tif,26517_11158_label.tif,1.0
26366_11421_rgb.tif,26366_11421_dem.tif,26366_11421_label.tif,1.0
25883_10994_rgb.tif,25883_10994_dem.tif,25883_10994_label.tif,1.0
26651_11417_rgb.tif,26651_11417_dem.tif,26651_11417_label.tif,1.0
