rbg,dem,mask,mainclass,few
25941_11330_rgb.tif,25941_11330_dem.tif,25941_11330_label.tif,1.0,0
25964_11335_rgb.tif,25964_11335_dem.tif,25964_11335_label.tif,1.0,0
25835_11211_rgb.tif,25835_11211_dem.tif,25835_11211_label.tif,1.0,0
25906_10894_rgb.tif,25906_10894_dem.tif,25906_10894_label.tif,1.0,0
26247_10922_rgb.tif,26247_10922_dem.tif,26247_10922_label.tif,1.0,0
25967_10904_rgb.tif,25967_10904_dem.tif,25967_10904_label.tif,1.0,0
26470_11448_rgb.tif,26470_11448_dem.tif,26470_11448_label.tif,1.0,0
26265_11348_rgb.tif,26265_11348_dem.tif,26265_11348_label.tif,1.0,0
26427_11039_rgb.tif,26427_11039_dem.tif,26427_11039_label.tif,1.0,0
26189_11363_rgb.tif,26189_11363_dem.tif,26189_11363_label.tif,1.0,0
26019_11049_rgb.tif,26019_11049_dem.tif,26019_11049_label.tif,1.0,0
25642_11056_rgb.tif,25642_11056_dem.tif,25642_11056_label.tif,1.0,0
25899_11334_rgb.tif,25899_11334_dem.tif,25899_11334_label.tif,1.0,0
26370_11323_rgb.tif,26370_11323_dem.tif,26370_11323_label.tif,1.0,1
25723_10902_rgb.tif,25723_10902_dem.tif,25723_10902_label.tif,1.0,0
25724_10943_rgb.tif,25724_10943_dem.tif,25724_10943_label.tif,1.0,0
26508_11486_rgb.tif,26508_11486_dem.tif,26508_11486_label.tif,1.0,0
25780_11215_rgb.tif,25780_11215_dem.tif,25780_11215_label.tif,1.0,0
26559_11468_rgb.tif,26559_11468_dem.tif,26559_11468_label.tif,1.0,0
26245_11096_rgb.tif,26245_11096_dem.tif,26245_11096_label.tif,1.0,0
26409_11325_rgb.tif,26409_11325_dem.tif,26409_11325_label.tif,1.0,0
25955_11036_rgb.tif,25955_11036_dem.tif,25955_11036_label.tif,1.0,1
26332_11452_rgb.tif,26332_11452_dem.tif,26332_11452_label.tif,1.0,0
26312_11337_rgb.tif,26312_11337_dem.tif,26312_11337_label.tif,1.0,0
26236_11057_rgb.tif,26236_11057_dem.tif,26236_11057_label.tif,1.0,0
26266_11425_rgb.tif,26266_11425_dem.tif,26266_11425_label.tif,1.0,0
26286_11051_rgb.tif,26286_11051_dem.tif,26286_11051_label.tif,1.0,1
26330_11453_rgb.tif,26330_11453_dem.tif,26330_11453_label.tif,1.0,0
26144_10943_rgb.tif,26144_10943_dem.tif,26144_10943_label.tif,1.0,0
25992_11029_rgb.tif,25992_11029_dem.tif,25992_11029_label.tif,1.0,0
26383_11357_rgb.tif,26383_11357_dem.tif,26383_11357_label.tif,1.0,0
25814_10816_rgb.tif,25814_10816_dem.tif,25814_10816_label.tif,1.0,0
26080_10922_rgb.tif,26080_10922_dem.tif,26080_10922_label.tif,1.0,0
25925_11310_rgb.tif,25925_11310_dem.tif,25925_11310_label.tif,1.0,1
26311_11041_rgb.tif,26311_11041_dem.tif,26311_11041_label.tif,1.0,0
25789_11202_rgb.tif,25789_11202_dem.tif,25789_11202_label.tif,1.0,0
26319_11400_rgb.tif,26319_11400_dem.tif,26319_11400_label.tif,1.0,0
26201_10975_rgb.tif,26201_10975_dem.tif,26201_10975_label.tif,1.0,0
25588_11012_rgb.tif,25588_11012_dem.tif,25588_11012_label.tif,1.0,0
26372_10963_rgb.tif,26372_10963_dem.tif,26372_10963_label.tif,1.0,0
25823_11457_rgb.tif,25823_11457_dem.tif,25823_11457_label.tif,1.0,0
25943_10962_rgb.tif,25943_10962_dem.tif,25943_10962_label.tif,1.0,0
26393_11083_rgb.tif,26393_11083_dem.tif,26393_11083_label.tif,1.0,0
26070_10975_rgb.tif,26070_10975_dem.tif,26070_10975_label.tif,1.0,0
26543_11287_rgb.tif,26543_11287_dem.tif,26543_11287_label.tif,1.0,0
26437_11117_rgb.tif,26437_11117_dem.tif,26437_11117_label.tif,1.0,0
25899_10932_rgb.tif,25899_10932_dem.tif,25899_10932_label.tif,1.0,0
25816_11297_rgb.tif,25816_11297_dem.tif,25816_11297_label.tif,1.0,0
26430_11451_rgb.tif,26430_11451_dem.tif,26430_11451_label.tif,1.0,0
26226_11130_rgb.tif,26226_11130_dem.tif,26226_11130_label.tif,1.0,0
26381_11373_rgb.tif,26381_11373_dem.tif,26381_11373_label.tif,1.0,0
26300_11310_rgb.tif,26300_11310_dem.tif,26300_11310_label.tif,1.0,0
26123_11376_rgb.tif,26123_11376_dem.tif,26123_11376_label.tif,1.0,0
26473_11552_rgb.tif,26473_11552_dem.tif,26473_11552_label.tif,1.0,0
25608_11084_rgb.tif,25608_11084_dem.tif,25608_11084_label.tif,1.0,0
26322_11067_rgb.tif,26322_11067_dem.tif,26322_11067_label.tif,1.0,0
26351_11064_rgb.tif,26351_11064_dem.tif,26351_11064_label.tif,1.0,0
26352_10991_rgb.tif,26352_10991_dem.tif,26352_10991_label.tif,1.0,0
25926_10875_rgb.tif,25926_10875_dem.tif,25926_10875_label.tif,1.0,0
25848_11296_rgb.tif,25848_11296_dem.tif,25848_11296_label.tif,1.0,1
25874_11338_rgb.tif,25874_11338_dem.tif,25874_11338_label.tif,1.0,0
25905_10920_rgb.tif,25905_10920_dem.tif,25905_10920_label.tif,1.0,0
26500_11469_rgb.tif,26500_11469_dem.tif,26500_11469_label.tif,1.0,0
26309_11091_rgb.tif,26309_11091_dem.tif,26309_11091_label.tif,1.0,0
25567_11089_rgb.tif,25567_11089_dem.tif,25567_11089_label.tif,1.0,1
26406_11141_rgb.tif,26406_11141_dem.tif,26406_11141_label.tif,1.0,0
26003_10904_rgb.tif,26003_10904_dem.tif,26003_10904_label.tif,1.0,0
26186_11322_rgb.tif,26186_11322_dem.tif,26186_11322_label.tif,1.0,0
26264_11419_rgb.tif,26264_11419_dem.tif,26264_11419_label.tif,1.0,0
26206_10920_rgb.tif,26206_10920_dem.tif,26206_10920_label.tif,1.0,0
25970_10849_rgb.tif,25970_10849_dem.tif,25970_10849_label.tif,1.0,0
25632_11053_rgb.tif,25632_11053_dem.tif,25632_11053_label.tif,1.0,0
26476_11211_rgb.tif,26476_11211_dem.tif,26476_11211_label.tif,1.0,0
26261_11340_rgb.tif,26261_11340_dem.tif,26261_11340_label.tif,1.0,1
26337_11317_rgb.tif,26337_11317_dem.tif,26337_11317_label.tif,1.0,1
25906_10892_rgb.tif,25906_10892_dem.tif,25906_10892_label.tif,1.0,0
25978_10925_rgb.tif,25978_10925_dem.tif,25978_10925_label.tif,1.0,0
26293_11048_rgb.tif,26293_11048_dem.tif,26293_11048_label.tif,1.0,0
25793_11208_rgb.tif,25793_11208_dem.tif,25793_11208_label.tif,1.0,0
26387_10985_rgb.tif,26387_10985_dem.tif,26387_10985_label.tif,1.0,0
26128_11034_rgb.tif,26128_11034_dem.tif,26128_11034_label.tif,1.0,0
26342_11056_rgb.tif,26342_11056_dem.tif,26342_11056_label.tif,1.0,0
26341_11167_rgb.tif,26341_11167_dem.tif,26341_11167_label.tif,1.0,0
25948_11330_rgb.tif,25948_11330_dem.tif,25948_11330_label.tif,1.0,0
26424_11136_rgb.tif,26424_11136_dem.tif,26424_11136_label.tif,1.0,0
25691_10872_rgb.tif,25691_10872_dem.tif,25691_10872_label.tif,1.0,0
26495_11464_rgb.tif,26495_11464_dem.tif,26495_11464_label.tif,1.0,0
26700_11438_rgb.tif,26700_11438_dem.tif,26700_11438_label.tif,1.0,0
26565_11487_rgb.tif,26565_11487_dem.tif,26565_11487_label.tif,1.0,0
26344_11388_rgb.tif,26344_11388_dem.tif,26344_11388_label.tif,1.0,0
26233_10918_rgb.tif,26233_10918_dem.tif,26233_10918_label.tif,1.0,1
26427_11123_rgb.tif,26427_11123_dem.tif,26427_11123_label.tif,1.0,0
26283_11446_rgb.tif,26283_11446_dem.tif,26283_11446_label.tif,1.0,0
26228_10911_rgb.tif,26228_10911_dem.tif,26228_10911_label.tif,1.0,0
26092_11372_rgb.tif,26092_11372_dem.tif,26092_11372_label.tif,1.0,0
26388_11409_rgb.tif,26388_11409_dem.tif,26388_11409_label.tif,1.0,0
26485_11415_rgb.tif,26485_11415_dem.tif,26485_11415_label.tif,1.0,0
26320_11139_rgb.tif,26320_11139_dem.tif,26320_11139_label.tif,1.0,1
26504_11493_rgb.tif,26504_11493_dem.tif,26504_11493_label.tif,1.0,0
26453_11440_rgb.tif,26453_11440_dem.tif,26453_11440_label.tif,1.0,0
26190_11061_rgb.tif,26190_11061_dem.tif,26190_11061_label.tif,1.0,0
26421_10998_rgb.tif,26421_10998_dem.tif,26421_10998_label.tif,1.0,1
26337_11404_rgb.tif,26337_11404_dem.tif,26337_11404_label.tif,1.0,0
26500_11420_rgb.tif,26500_11420_dem.tif,26500_11420_label.tif,1.0,1
26307_11341_rgb.tif,26307_11341_dem.tif,26307_11341_label.tif,1.0,1
26157_11417_rgb.tif,26157_11417_dem.tif,26157_11417_label.tif,1.0,0
26373_11406_rgb.tif,26373_11406_dem.tif,26373_11406_label.tif,1.0,0
26328_10895_rgb.tif,26328_10895_dem.tif,26328_10895_label.tif,1.0,0
26188_11361_rgb.tif,26188_11361_dem.tif,26188_11361_label.tif,1.0,0
25968_10903_rgb.tif,25968_10903_dem.tif,25968_10903_label.tif,1.0,0
26745_11620_rgb.tif,26745_11620_dem.tif,26745_11620_label.tif,1.0,0
26228_11057_rgb.tif,26228_11057_dem.tif,26228_11057_label.tif,1.0,0
25881_10923_rgb.tif,25881_10923_dem.tif,25881_10923_label.tif,1.0,0
26152_10933_rgb.tif,26152_10933_dem.tif,26152_10933_label.tif,1.0,0
26712_11504_rgb.tif,26712_11504_dem.tif,26712_11504_label.tif,1.0,0
26514_11467_rgb.tif,26514_11467_dem.tif,26514_11467_label.tif,1.0,0
26019_11016_rgb.tif,26019_11016_dem.tif,26019_11016_label.tif,1.0,0
25810_11313_rgb.tif,25810_11313_dem.tif,25810_11313_label.tif,1.0,0
25971_10851_rgb.tif,25971_10851_dem.tif,25971_10851_label.tif,1.0,0
26168_11222_rgb.tif,26168_11222_dem.tif,26168_11222_label.tif,1.0,0
26654_11402_rgb.tif,26654_11402_dem.tif,26654_11402_label.tif,1.0,0
26610_11524_rgb.tif,26610_11524_dem.tif,26610_11524_label.tif,1.0,0
25678_10969_rgb.tif,25678_10969_dem.tif,25678_10969_label.tif,1.0,0
25572_10996_rgb.tif,25572_10996_dem.tif,25572_10996_label.tif,1.0,1
25588_11010_rgb.tif,25588_11010_dem.tif,25588_11010_label.tif,1.0,0
25912_11025_rgb.tif,25912_11025_dem.tif,25912_11025_label.tif,1.0,0
25934_11326_rgb.tif,25934_11326_dem.tif,25934_11326_label.tif,1.0,0
25956_11316_rgb.tif,25956_11316_dem.tif,25956_11316_label.tif,1.0,0
26294_10970_rgb.tif,26294_10970_dem.tif,26294_10970_label.tif,1.0,0
25811_11279_rgb.tif,25811_11279_dem.tif,25811_11279_label.tif,1.0,0
25754_11202_rgb.tif,25754_11202_dem.tif,25754_11202_label.tif,1.0,0
25906_11317_rgb.tif,25906_11317_dem.tif,25906_11317_label.tif,1.0,0
26439_11101_rgb.tif,26439_11101_dem.tif,26439_11101_label.tif,1.0,0
25695_10946_rgb.tif,25695_10946_dem.tif,25695_10946_label.tif,1.0,0
25867_11330_rgb.tif,25867_11330_dem.tif,25867_11330_label.tif,1.0,0
26357_11462_rgb.tif,26357_11462_dem.tif,26357_11462_label.tif,1.0,0
26678_11457_rgb.tif,26678_11457_dem.tif,26678_11457_label.tif,1.0,0
26301_11436_rgb.tif,26301_11436_dem.tif,26301_11436_label.tif,1.0,0
26578_11294_rgb.tif,26578_11294_dem.tif,26578_11294_label.tif,1.0,0
25904_11035_rgb.tif,25904_11035_dem.tif,25904_11035_label.tif,1.0,0
26555_11142_rgb.tif,26555_11142_dem.tif,26555_11142_label.tif,1.0,0
26122_11386_rgb.tif,26122_11386_dem.tif,26122_11386_label.tif,1.0,0
26327_11013_rgb.tif,26327_11013_dem.tif,26327_11013_label.tif,1.0,0
26030_10890_rgb.tif,26030_10890_dem.tif,26030_10890_label.tif,1.0,0
26105_11030_rgb.tif,26105_11030_dem.tif,26105_11030_label.tif,1.0,0
26388_10957_rgb.tif,26388_10957_dem.tif,26388_10957_label.tif,1.0,0
25756_10852_rgb.tif,25756_10852_dem.tif,25756_10852_label.tif,1.0,0
26367_11333_rgb.tif,26367_11333_dem.tif,26367_11333_label.tif,1.0,0
26503_11463_rgb.tif,26503_11463_dem.tif,26503_11463_label.tif,1.0,0
26329_11464_rgb.tif,26329_11464_dem.tif,26329_11464_label.tif,1.0,0
26211_11087_rgb.tif,26211_11087_dem.tif,26211_11087_label.tif,1.0,0
25663_11106_rgb.tif,25663_11106_dem.tif,25663_11106_label.tif,1.0,0
26713_11464_rgb.tif,26713_11464_dem.tif,26713_11464_label.tif,1.0,0
26793_11530_rgb.tif,26793_11530_dem.tif,26793_11530_label.tif,1.0,0
26727_11469_rgb.tif,26727_11469_dem.tif,26727_11469_label.tif,1.0,0
26294_11107_rgb.tif,26294_11107_dem.tif,26294_11107_label.tif,1.0,1
26416_11399_rgb.tif,26416_11399_dem.tif,26416_11399_label.tif,1.0,0
25796_11277_rgb.tif,25796_11277_dem.tif,25796_11277_label.tif,1.0,0
25977_10910_rgb.tif,25977_10910_dem.tif,25977_10910_label.tif,1.0,0
25900_10867_rgb.tif,25900_10867_dem.tif,25900_10867_label.tif,1.0,0
26321_10871_rgb.tif,26321_10871_dem.tif,26321_10871_label.tif,1.0,0
25610_11135_rgb.tif,25610_11135_dem.tif,25610_11135_label.tif,1.0,0
26441_11017_rgb.tif,26441_11017_dem.tif,26441_11017_label.tif,1.0,1
26255_11142_rgb.tif,26255_11142_dem.tif,26255_11142_label.tif,1.0,0
26454_11130_rgb.tif,26454_11130_dem.tif,26454_11130_label.tif,1.0,0
26175_11392_rgb.tif,26175_11392_dem.tif,26175_11392_label.tif,1.0,0
26182_11091_rgb.tif,26182_11091_dem.tif,26182_11091_label.tif,1.0,0
26078_10895_rgb.tif,26078_10895_dem.tif,26078_10895_label.tif,1.0,0
26225_11048_rgb.tif,26225_11048_dem.tif,26225_11048_label.tif,1.0,0
26001_10895_rgb.tif,26001_10895_dem.tif,26001_10895_label.tif,1.0,0
26667_11370_rgb.tif,26667_11370_dem.tif,26667_11370_label.tif,1.0,0
26005_10943_rgb.tif,26005_10943_dem.tif,26005_10943_label.tif,1.0,0
26153_10976_rgb.tif,26153_10976_dem.tif,26153_10976_label.tif,1.0,0
26495_11477_rgb.tif,26495_11477_dem.tif,26495_11477_label.tif,1.0,0
26011_10974_rgb.tif,26011_10974_dem.tif,26011_10974_label.tif,1.0,0
26427_11266_rgb.tif,26427_11266_dem.tif,26427_11266_label.tif,1.0,0
26198_10920_rgb.tif,26198_10920_dem.tif,26198_10920_label.tif,1.0,0
26510_11484_rgb.tif,26510_11484_dem.tif,26510_11484_label.tif,1.0,0
26295_10933_rgb.tif,26295_10933_dem.tif,26295_10933_label.tif,1.0,0
26271_11427_rgb.tif,26271_11427_dem.tif,26271_11427_label.tif,1.0,0
26129_10984_rgb.tif,26129_10984_dem.tif,26129_10984_label.tif,1.0,0
25944_11303_rgb.tif,25944_11303_dem.tif,25944_11303_label.tif,1.0,0
25858_10927_rgb.tif,25858_10927_dem.tif,25858_10927_label.tif,1.0,0
26501_11317_rgb.tif,26501_11317_dem.tif,26501_11317_label.tif,1.0,0
26133_11384_rgb.tif,26133_11384_dem.tif,26133_11384_label.tif,1.0,0
26337_11468_rgb.tif,26337_11468_dem.tif,26337_11468_label.tif,1.0,0
25901_11316_rgb.tif,25901_11316_dem.tif,25901_11316_label.tif,1.0,0
26370_11409_rgb.tif,26370_11409_dem.tif,26370_11409_label.tif,1.0,0
26416_11120_rgb.tif,26416_11120_dem.tif,26416_11120_label.tif,1.0,0
26382_11384_rgb.tif,26382_11384_dem.tif,26382_11384_label.tif,1.0,0
25779_10812_rgb.tif,25779_10812_dem.tif,25779_10812_label.tif,1.0,0
26351_11363_rgb.tif,26351_11363_dem.tif,26351_11363_label.tif,1.0,1
26534_11467_rgb.tif,26534_11467_dem.tif,26534_11467_label.tif,1.0,0
26512_11476_rgb.tif,26512_11476_dem.tif,26512_11476_label.tif,1.0,0
25790_10897_rgb.tif,25790_10897_dem.tif,25790_10897_label.tif,1.0,1
25812_11288_rgb.tif,25812_11288_dem.tif,25812_11288_label.tif,1.0,0
26470_11086_rgb.tif,26470_11086_dem.tif,26470_11086_label.tif,1.0,0
26314_11363_rgb.tif,26314_11363_dem.tif,26314_11363_label.tif,1.0,0
26261_11341_rgb.tif,26261_11341_dem.tif,26261_11341_label.tif,1.0,0
26192_11076_rgb.tif,26192_11076_dem.tif,26192_11076_label.tif,1.0,0
25621_11147_rgb.tif,25621_11147_dem.tif,25621_11147_label.tif,1.0,0
26055_10961_rgb.tif,26055_10961_dem.tif,26055_10961_label.tif,1.0,0
25954_11310_rgb.tif,25954_11310_dem.tif,25954_11310_label.tif,1.0,0
25744_11198_rgb.tif,25744_11198_dem.tif,25744_11198_label.tif,1.0,1
26135_11002_rgb.tif,26135_11002_dem.tif,26135_11002_label.tif,1.0,0
26010_10983_rgb.tif,26010_10983_dem.tif,26010_10983_label.tif,1.0,0
26405_11116_rgb.tif,26405_11116_dem.tif,26405_11116_label.tif,1.0,0
26234_11418_rgb.tif,26234_11418_dem.tif,26234_11418_label.tif,1.0,0
26259_11165_rgb.tif,26259_11165_dem.tif,26259_11165_label.tif,1.0,0
26382_11383_rgb.tif,26382_11383_dem.tif,26382_11383_label.tif,1.0,0
26265_11096_rgb.tif,26265_11096_dem.tif,26265_11096_label.tif,1.0,0
25862_10846_rgb.tif,25862_10846_dem.tif,25862_10846_label.tif,1.0,0
26291_11370_rgb.tif,26291_11370_dem.tif,26291_11370_label.tif,1.0,0
26271_11146_rgb.tif,26271_11146_dem.tif,26271_11146_label.tif,1.0,0
26274_11072_rgb.tif,26274_11072_dem.tif,26274_11072_label.tif,1.0,0
26430_11143_rgb.tif,26430_11143_dem.tif,26430_11143_label.tif,1.0,0
26300_11034_rgb.tif,26300_11034_dem.tif,26300_11034_label.tif,1.0,0
26074_10936_rgb.tif,26074_10936_dem.tif,26074_10936_label.tif,1.0,0
26132_11027_rgb.tif,26132_11027_dem.tif,26132_11027_label.tif,1.0,0
26317_11344_rgb.tif,26317_11344_dem.tif,26317_11344_label.tif,1.0,0
26713_11596_rgb.tif,26713_11596_dem.tif,26713_11596_label.tif,1.0,0
25625_11150_rgb.tif,25625_11150_dem.tif,25625_11150_label.tif,1.0,0
25553_11103_rgb.tif,25553_11103_dem.tif,25553_11103_label.tif,1.0,1
25742_10942_rgb.tif,25742_10942_dem.tif,25742_10942_label.tif,1.0,0
26398_11019_rgb.tif,26398_11019_dem.tif,26398_11019_label.tif,1.0,0
26051_11023_rgb.tif,26051_11023_dem.tif,26051_11023_label.tif,1.0,0
26110_11025_rgb.tif,26110_11025_dem.tif,26110_11025_label.tif,1.0,0
26189_10977_rgb.tif,26189_10977_dem.tif,26189_10977_label.tif,1.0,0
26125_11049_rgb.tif,26125_11049_dem.tif,26125_11049_label.tif,1.0,0
26206_11061_rgb.tif,26206_11061_dem.tif,26206_11061_label.tif,1.0,0
26397_10968_rgb.tif,26397_10968_dem.tif,26397_10968_label.tif,1.0,0
25814_11305_rgb.tif,25814_11305_dem.tif,25814_11305_label.tif,1.0,0
26003_10877_rgb.tif,26003_10877_dem.tif,26003_10877_label.tif,1.0,0
26546_11462_rgb.tif,26546_11462_dem.tif,26546_11462_label.tif,1.0,0
26128_11242_rgb.tif,26128_11242_dem.tif,26128_11242_label.tif,1.0,0
25668_10956_rgb.tif,25668_10956_dem.tif,25668_10956_label.tif,1.0,0
25519_11093_rgb.tif,25519_11093_dem.tif,25519_11093_label.tif,1.0,0
26318_10985_rgb.tif,26318_10985_dem.tif,26318_10985_label.tif,1.0,0
26544_11536_rgb.tif,26544_11536_dem.tif,26544_11536_label.tif,1.0,0
26224_10939_rgb.tif,26224_10939_dem.tif,26224_10939_label.tif,1.0,0
25908_10869_rgb.tif,25908_10869_dem.tif,25908_10869_label.tif,1.0,0
26006_10984_rgb.tif,26006_10984_dem.tif,26006_10984_label.tif,1.0,0
26528_11484_rgb.tif,26528_11484_dem.tif,26528_11484_label.tif,1.0,0
26128_11381_rgb.tif,26128_11381_dem.tif,26128_11381_label.tif,1.0,0
26294_11348_rgb.tif,26294_11348_dem.tif,26294_11348_label.tif,1.0,0
26050_10960_rgb.tif,26050_10960_dem.tif,26050_10960_label.tif,1.0,0
26342_11387_rgb.tif,26342_11387_dem.tif,26342_11387_label.tif,1.0,0
25906_10890_rgb.tif,25906_10890_dem.tif,25906_10890_label.tif,1.0,0
26201_11028_rgb.tif,26201_11028_dem.tif,26201_11028_label.tif,1.0,0
26486_11207_rgb.tif,26486_11207_dem.tif,26486_11207_label.tif,1.0,0
26515_11153_rgb.tif,26515_11153_dem.tif,26515_11153_label.tif,1.0,0
26401_11419_rgb.tif,26401_11419_dem.tif,26401_11419_label.tif,1.0,0
26129_11367_rgb.tif,26129_11367_dem.tif,26129_11367_label.tif,1.0,0
25887_11342_rgb.tif,25887_11342_dem.tif,25887_11342_label.tif,1.0,1
26242_11171_rgb.tif,26242_11171_dem.tif,26242_11171_label.tif,1.0,0
26244_11086_rgb.tif,26244_11086_dem.tif,26244_11086_label.tif,1.0,0
26230_11111_rgb.tif,26230_11111_dem.tif,26230_11111_label.tif,1.0,0
26277_11349_rgb.tif,26277_11349_dem.tif,26277_11349_label.tif,1.0,0
25713_10933_rgb.tif,25713_10933_dem.tif,25713_10933_label.tif,1.0,0
26349_11340_rgb.tif,26349_11340_dem.tif,26349_11340_label.tif,1.0,0
26186_11415_rgb.tif,26186_11415_dem.tif,26186_11415_label.tif,1.0,0
25906_10912_rgb.tif,25906_10912_dem.tif,25906_10912_label.tif,1.0,0
26008_10910_rgb.tif,26008_10910_dem.tif,26008_10910_label.tif,1.0,0
26536_11343_rgb.tif,26536_11343_dem.tif,26536_11343_label.tif,1.0,0
26449_11100_rgb.tif,26449_11100_dem.tif,26449_11100_label.tif,1.0,0
26249_11005_rgb.tif,26249_11005_dem.tif,26249_11005_label.tif,1.0,0
